"","Season","Age","Tm","Lg","Pos","G","MP","PER","TSPerc","3PAr","FTr","ORBPerc","DRBPerc","TRBPerc","ASTPerc","STLPerc","BLKPerc","TOVPerc","USGPerc","OWS","DWS","WS","WSPer48","OBPM","DBPM","BPM","VORP","PlayerName","DraftYear","DraftPos"
"119","Career",NA,"","NBA","",39,836,13.1,0.552,0.103,0.234,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,-0.4,1.2,0.7,0.042,-4,-1,-5,-0.6,"James Wiseman","2020",2
"120","2020-21",19,"CHO","NBA","PG",51,1469,17.5,0.539,0.388,0.246,4.6,17.9,11.1,33.9,2.7,1.2,16.3,26.1,1,1.9,2.8,0.093,1.1,0.7,1.8,1.4,"LaMelo Ball","2020",3
"121","2021-22",20,"CHO","NBA","PG",75,2422,19.7,0.554,0.451,0.194,4.7,17.4,11,35.7,2.4,1.2,15.3,28.2,3.4,2.5,5.8,0.116,3.3,0.1,3.4,3.3,"LaMelo Ball","2020",3
"122","Career",NA,"","NBA","",126,3891,18.9,0.549,0.429,0.212,4.6,17.6,11,35,2.5,1.2,15.6,27.4,4.3,4.3,8.7,0.107,2.4,0.4,2.8,4.7,"LaMelo Ball","2020",3
"123","2020-21",19,"CHI","NBA","PF",71,1983,10.5,0.562,0.261,0.237,3.7,14.4,9.1,6.7,1.6,2,14.4,14.9,0.3,2.2,2.5,0.06,-2.8,0.4,-2.4,-0.2,"Patrick Williams","2020",4
"124","2021-22",20,"CHI","NBA","PF",17,422,12.7,0.637,0.284,0.402,4.6,13.8,9.2,4.8,1,1.8,11.8,14.2,0.6,0.3,0.9,0.099,-0.9,-0.7,-1.5,0,"Patrick Williams","2020",4
"125","Career",NA,"","NBA","",88,2405,10.9,0.575,0.265,0.263,3.9,14.3,9.2,6.4,1.5,2,14,14.8,0.8,2.5,3.3,0.067,-2.4,0.2,-2.3,-0.2,"Patrick Williams","2020",4
"126","2020-21",20,"CLE","NBA","SG",67,2173,7.9,0.514,0.383,0.281,3.4,7.3,5.3,8.6,1.4,1,12,14.3,-0.1,1,0.9,0.02,-4.2,-0.9,-5.1,-1.7,"Isaac Okoro","2020",5
"127","2021-22",21,"CLE","NBA","SF",67,1981,10.4,0.589,0.364,0.36,4.1,7.1,5.6,8.5,1.4,1,10.4,12.4,2.4,1.9,4.2,0.103,-2.4,0.7,-1.7,0.1,"Isaac Okoro","2020",5
"128","Career",NA,"","NBA","",134,4154,9.1,0.547,0.375,0.315,3.7,7.2,5.5,8.5,1.4,1,11.3,13.4,2.2,2.9,5.1,0.059,-3.3,-0.1,-3.5,-1.6,"Isaac Okoro","2020",5
"129","2020-21",20,"ATL","NBA","C",50,601,16.8,0.655,0.02,0.383,11.5,18,14.9,4.4,1.9,4.8,14.3,14.7,1.1,0.8,1.9,0.155,-2.2,0.8,-1.4,0.1,"Onyeka Okongwu","2020",6
"130","2021-22",21,"ATL","NBA","C",48,992,19.8,0.714,0,0.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14,3.1,1.1,4.2,0.202,0,0.8,0.8,0.7,"Onyeka Okongwu","2020",6
"131","Career",NA,"","NBA","",98,1593,18.7,0.691,0.008,0.445,12.3,18.3,15.3,6.4,1.7,5.2,14,14.3,4.2,1.9,6.1,0.184,-0.8,0.8,0,0.8,"Onyeka Okongwu","2020",6
"132","2020-21",19,"DET","NBA","PG",26,670,5.3,0.422,0.358,0.085,1,10.6,5.7,29.7,2,1.3,28.5,19,-1.8,0.6,-1.1,-0.081,-6.3,-0.9,-7.2,-0.9,"Killian Hayes","2020",7
"133","2021-22",20,"DET","NBA","PG",66,1647,9.3,0.461,0.364,0.161,2.2,12,6.9,24.6,2.3,1.9,18.4,15.7,-1,1.5,0.5,0.014,-4.3,0.8,-3.5,-0.6,"Killian Hayes","2020",7
"134","Career",NA,"","NBA","",92,2317,8.2,0.449,0.362,0.138,1.9,11.6,6.6,26.1,2.2,1.7,21.7,16.6,-2.8,2.1,-0.6,-0.013,-4.9,0.3,-4.6,-1.5,"Killian Hayes","2020",7
"135","2020-21",22,"NYK","NBA","PF",62,683,12.7,0.574,0.407,0.124,4.2,17.6,11,6.4,1.2,2.1,9.4,15.9,0.5,1,1.5,0.109,-1.4,0.7,-0.7,0.2,"Obi Toppin","2020",8
"136","2021-22",23,"NYK","NBA","PF",72,1230,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1,2.6,9.6,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2,1.2,"Obi Toppin","2020",8
"137","Career",NA,"","NBA","",134,1913,16.3,0.602,0.372,0.22,5.3,17.7,11.4,9.3,1.1,2.4,9.6,19,3,2.5,5.5,0.137,0.6,0.5,1,1.5,"Obi Toppin","2020",8
"138","2020-21",20,"WAS","NBA","SF",54,1257,7.6,0.515,0.538,0.144,1.9,20.2,11,6.3,1.2,1,9,12,0,1.2,1.2,0.046,-3.6,0.4,-3.1,-0.4,"Deni Avdija","2020",9
"139","2021-22",21,"WAS","NBA","SF",82,1984,11.6,0.536,0.447,0.235,3,20.5,11.9,11.8,1.5,1.9,12,16.3,0.6,1.8,2.4,0.058,-2.1,0.4,-1.7,0.1,"Deni Avdija","2020",9
"140","Career",NA,"","NBA","",136,3241,10,0.529,0.479,0.203,2.5,20.4,11.5,9.7,1.4,1.5,11,14.6,0.5,3.1,3.6,0.054,-2.7,0.4,-2.3,-0.2,"Deni Avdija","2020",9
"141","2020-21",20,"PHO","NBA","PF",27,156,8.4,0.499,0.34,0.14,5.2,21.4,13.4,3.4,0.3,2.9,11.7,17.1,-0.1,0.2,0.1,0.022,-4.8,-1.3,-6.1,-0.2,"Jalen Smith","2020",10
"142","2021-22",21,"TOT","NBA","PF",51,925,18.4,0.595,0.349,0.291,12,24.5,18.2,3.9,0.8,3.9,9.6,20.3,1.7,1.1,2.8,0.145,0.9,-1.4,-0.5,0.3,"Jalen Smith","2020",10
"143","2021-22",21,"PHO","NBA","PF",29,382,15.9,0.547,0.285,0.38,15.9,23,19.5,2.1,0.8,4.2,12.1,20.5,0.4,0.7,1.1,0.137,-1.9,-0.5,-2.3,0,"Jalen Smith","2020",10
"144","2021-22",21,"IND","NBA","PF",22,543,20.2,0.628,0.39,0.235,9.3,25.5,17.3,5.1,0.8,3.7,7.8,20.1,1.3,0.4,1.7,0.15,2.9,-2.1,0.8,0.4,"Jalen Smith","2020",10
"145","Career",NA,"","NBA","",78,1081,17,0.584,0.348,0.273,11,24,17.5,3.8,0.7,3.7,9.9,19.8,1.6,1.3,2.9,0.127,0.1,-1.4,-1.3,0.2,"Jalen Smith","2020",10
"146","2 seasons",NA,"PHO","NBA","",56,538,13.7,0.535,0.299,0.316,12.8,22.5,17.8,2.5,0.6,3.8,12,19.5,0.3,0.8,1.2,0.104,-2.7,-0.7,-3.4,-0.2,"Jalen Smith","2020",10
"147","1 season",NA,"IND","NBA","",22,543,20.2,0.628,0.39,0.235,9.3,25.5,17.3,5.1,0.8,3.7,7.8,20.1,1.3,0.4,1.7,0.15,2.9,-2.1,0.8,0.4,"Jalen Smith","2020",10
"148","2020-21",20,"SAS","NBA","SF",62,1056,10.6,0.524,0.495,0.168,2.4,15.4,8.8,7.1,2,1.4,6.3,14.3,0.4,1.1,1.5,0.069,-2.2,0.7,-1.5,0.1,"Devin Vassell","2020",11
"149","2021-22",21,"SAS","NBA","SF",71,1937,13.3,0.54,0.497,0.13,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,1.3,2,3.3,0.082,-0.5,0,-0.5,0.7,"Devin Vassell","2020",11
"150","Career",NA,"","NBA","",133,2993,12.4,0.535,0.497,0.141,2.4,14.7,8.5,8.8,1.9,1.7,6.6,17.3,1.6,3.2,4.8,0.077,-1.1,0.2,-0.9,0.8,"Devin Vassell","2020",11
"151","2020-21",20,"SAC","NBA","PG",58,1746,16.2,0.585,0.478,0.09,2.4,8.6,5.5,24.6,2.1,1.4,12.5,18.1,2.8,0.7,3.5,0.096,1.9,-0.5,1.4,1.5,"Tyrese Haliburton","2020",12
"152","2021-22",21,"TOT","NBA","PG,SG",77,2695,18.2,0.595,0.428,0.209,2.5,10.3,6.3,34.1,2.4,1.6,16.7,19,5.2,1.8,7,0.125,2.7,-0.1,2.6,3.1,"Tyrese Haliburton","2020",12
"153","2021-22",21,"SAC","NBA","SG",51,1757,17,0.575,0.43,0.177,2.4,10,6.2,31.4,2.4,1.7,15.4,18.3,2.7,1.2,4,0.109,2.2,0.4,2.6,2,"Tyrese Haliburton","2020",12
"154","2021-22",21,"IND","NBA","PG",26,938,20.5,0.629,0.424,0.266,2.6,10.9,6.7,38.9,2.5,1.4,18.9,20.3,2.5,0.6,3,0.156,3.7,-1,2.8,1.1,"Tyrese Haliburton","2020",12
"155","Career",NA,"","NBA","",135,4441,17.4,0.591,0.448,0.161,2.5,9.7,6,30.3,2.3,1.5,15.1,18.6,8,2.5,10.5,0.114,2.4,-0.3,2.1,4.6,"Tyrese Haliburton","2020",12
"156","2 seasons",NA,"SAC","NBA","",109,3503,16.6,0.58,0.455,0.133,2.4,9.3,5.8,28,2.2,1.5,14,18.2,5.6,1.9,7.5,0.102,2,-0.1,2,3.5,"Tyrese Haliburton","2020",12
"157","1 season",NA,"IND","NBA","",26,938,20.5,0.629,0.424,0.266,2.6,10.9,6.7,38.9,2.5,1.4,18.9,20.3,2.5,0.6,3,0.156,3.7,-1,2.8,1.1,"Tyrese Haliburton","2020",12
"158","2020-21",19,"NOP","NBA","PG",54,904,10.3,0.477,0.356,0.151,1.4,7.1,4.3,18.7,2,1,8.6,18.3,0.2,0.6,0.9,0.045,-3.2,-0.2,-3.4,-0.3,"Kira Lewis Jr.","2020",13
"159","2021-22",20,"NOP","NBA","PG",24,341,9.8,0.466,0.397,0.082,2.9,10,6.3,21.7,1.6,0.3,14.7,22.3,-0.3,0.2,-0.1,-0.017,-2.8,-1.2,-4,-0.2,"Kira Lewis Jr.","2020",13
"160","Career",NA,"","NBA","",78,1245,10.1,0.474,0.369,0.13,1.8,7.9,4.8,19.5,1.9,0.8,10.5,19.4,-0.1,0.8,0.7,0.028,-3.1,-0.5,-3.6,-0.5,"Kira Lewis Jr.","2020",13
"161","2020-21",21,"BOS","NBA","SF",46,669,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,"Aaron Nesmith","2020",14
"162","2021-22",22,"BOS","NBA","SF",52,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3,"Aaron Nesmith","2020",14
"163","Career",NA,"","NBA","",98,1243,8.4,0.539,0.619,0.15,3.8,15.2,9.6,5,1.4,1,12.3,15.3,0.1,1.4,1.5,0.058,-3.8,0.1,-3.7,-0.5,"Aaron Nesmith","2020",14
"164","2020-21",20,"ORL","NBA","PG",47,1273,12.1,0.496,0.312,0.237,3,15.4,9,24.2,1.1,1.3,14.8,24.3,-0.9,0.9,0,-0.001,-1.9,-1.4,-3.3,-0.4,"Cole Anthony","2020",15
"165","2021-22",21,"ORL","NBA","PG",65,2059,13.5,0.519,0.429,0.277,1.6,16.2,8.9,28.9,1.1,0.8,14.2,25.1,-0.1,1.7,1.6,0.038,-0.6,-0.6,-1.2,0.4,"Cole Anthony","2020",15
"166","Career",NA,"","NBA","",112,3332,13,0.51,0.385,0.262,2.2,15.9,9,27.1,1.1,1,14.5,24.8,-1,2.5,1.6,0.023,-1.1,-0.9,-2,0,"Cole Anthony","2020",15
"167","2020-21",19,"DET","NBA","C",68,1455,16.4,0.597,0.154,0.225,12,22.7,17.3,6.3,1.3,5.2,13,15.5,1.9,2.1,4,0.132,-1.6,0.5,-1.1,0.3,"Isaiah Stewart","2020",16
"168","2021-22",20,"DET","NBA","C",71,1816,14,0.55,0.094,0.21,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,1.6,1.8,3.4,0.091,-2.5,-0.8,-3.3,-0.6,"Isaiah Stewart","2020",16
"169","Career",NA,"","NBA","",139,3271,15.1,0.572,0.121,0.217,12.5,23.7,17.9,6.6,0.9,4.4,13.4,15,3.6,3.9,7.4,0.109,-2.1,-0.2,-2.3,-0.2,"Isaiah Stewart","2020",16
"170","2020-21",19,"OKC","NBA","PF",45,1090,6.1,0.43,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,-2.9,1,-1.9,-0.084,-5.1,-1,-6.1,-1.1,"Aleksej Pokusevski","2020",17
"171","2021-22",20,"OKC","NBA","PF",61,1233,12,0.485,0.432,0.11,6,20.8,13.3,16.5,1.5,2.9,16.4,20,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2,"Aleksej Pokusevski","2020",17
"172","Career",NA,"","NBA","",106,2323,9.2,0.459,0.468,0.106,4.5,19.3,11.8,14.9,1.2,3.1,17.6,20.2,-4,2.4,-1.5,-0.032,-3.8,-0.4,-4.2,-1.3,"Aleksej Pokusevski","2020",17
"173","2020-21",20,"DAL","NBA","SG",39,445,8.8,0.49,0.269,0.247,7,12.3,9.7,8.3,1.8,0.6,14.2,11.9,0.1,0.4,0.5,0.05,-3.7,0.1,-3.6,-0.2,"Josh Green","2020",18
"174","2021-22",21,"DAL","NBA","SG",67,1039,11.9,0.578,0.305,0.176,5.6,11.7,8.6,11,2.2,1.2,13.8,13.9,1,1.4,2.4,0.111,-2.4,1.4,-1,0.3,"Josh Green","2020",18
"175","Career",NA,"","NBA","",106,1484,11,0.554,0.295,0.195,6,11.9,8.9,10.2,2.1,1,13.9,13.3,1,1.8,2.9,0.093,-2.8,1,-1.8,0.1,"Josh Green","2020",18
"176","2020-21",21,"DET","NBA","SF",70,1909,12.6,0.567,0.666,0.213,2.5,16.2,9.3,7.6,1.3,0.6,7.4,18.7,1.6,1.7,3.3,0.082,0.3,-0.8,-0.5,0.7,"Saddiq Bey","2020",19
"177","2021-22",22,"DET","NBA","SF",82,2704,14,0.529,0.537,0.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,2.4,1.6,4,0.071,0.9,-1.2,-0.3,1.2,"Saddiq Bey","2020",19
"178","Career",NA,"","NBA","",152,4613,13.4,0.544,0.586,0.219,3.4,15,9,11.2,1.3,0.6,7.2,20.2,4,3.3,7.3,0.075,0.6,-1,-0.4,1.9,"Saddiq Bey","2020",19
"179","2020-21",21,"MIA","NBA","PF",61,737,14.2,0.55,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4,13.5,19.5,0.3,1,1.3,0.085,-3.6,-0.5,-4.1,-0.4,"Precious Achiuwa","2020",20
"180","2021-22",22,"TOR","NBA","C",73,1725,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2,-0.6,-2.6,-0.2,"Precious Achiuwa","2020",20
"181","Career",NA,"","NBA","",134,2462,13.1,0.517,0.189,0.29,9.6,21.4,15.2,6.7,1.2,2.8,11.9,18.8,0.7,3.1,3.8,0.075,-2.5,-0.6,-3,-0.7,"Precious Achiuwa","2020",20
"182","1 season",NA,"TOR","NBA","",73,1725,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2,-0.6,-2.6,-0.2,"Precious Achiuwa","2020",20
"183","1 season",NA,"MIA","NBA","",61,737,14.2,0.55,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4,13.5,19.5,0.3,1,1.3,0.085,-3.6,-0.5,-4.1,-0.4,"Precious Achiuwa","2020",20
"184","2020-21",20,"PHI","NBA","SG",61,935,14.5,0.531,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23,0.8,1.1,1.9,0.099,-1,-0.5,-1.5,0.1,"Tyrese Maxey","2020",21
"185","2021-22",21,"PHI","NBA","PG",75,2650,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1,1.1,7.4,20.2,5.4,1.9,7.3,0.132,1.3,-0.7,0.6,1.8,"Tyrese Maxey","2020",21
"186","Career",NA,"","NBA","",136,3585,15.8,0.575,0.289,0.222,1.2,9.4,5.3,19.3,1.1,1.1,7.6,20.9,6.2,3.1,9.2,0.123,0.7,-0.6,0,1.9,"Tyrese Maxey","2020",21
"187","2020-21",20,"DEN","NBA","PF",42,397,11.3,0.615,0.567,0.144,4,14.5,9.3,3.3,1,1,6,12.9,0.6,0.3,0.9,0.104,-0.6,-1.1,-1.7,0,"Zeke Nnaji","2020",22
"188","2021-22",21,"DEN","NBA","PF",41,698,13.5,0.629,0.43,0.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,1.2,0.6,1.8,0.123,-0.7,-1.6,-2.2,0,"Zeke Nnaji","2020",22
"189","Career",NA,"","NBA","",83,1095,12.7,0.624,0.479,0.276,7.4,14.3,10.9,3.3,1.1,1.4,8.4,14.2,1.7,0.9,2.7,0.116,-0.7,-1.4,-2.1,0,"Zeke Nnaji","2020",22
"190","2021-22",21,"MIN","NBA","SF",35,241,5.4,0.419,0.333,0.241,6.9,12.3,9.6,11,1.2,0,17.9,12.6,-0.1,0.2,0,0.004,-5.1,-0.7,-5.8,-0.2,"Leandro Bolmaro","2020",23
"191","Career",NA,"","NBA","",35,241,5.4,0.419,0.333,0.241,6.9,12.3,9.6,11,1.2,0,17.9,12.6,-0.1,0.2,0,0.004,-5.1,-0.7,-5.8,-0.2,"Leandro Bolmaro","2020",23
"192","2020-21",19,"TOT","NBA","PG,SG",51,888,11.1,0.507,0.278,0.262,3.4,18.4,10.7,15.2,1.2,1,13.2,19.6,-0.3,0.7,0.4,0.021,-2.6,-1.2,-3.8,-0.4,"R.J. Hampton","2020",24
"193","2020-21",19,"DEN","NBA","PG",25,233,7.7,0.49,0.3,0.2,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,-0.1,0.2,0.1,0.03,-4.5,-0.9,-5.4,-0.2,"R.J. Hampton","2020",24
"194","2020-21",19,"ORL","NBA","SG",26,655,12.3,0.511,0.273,0.277,2.9,18,10.2,17.8,1.2,1.1,12.9,21.5,-0.2,0.5,0.2,0.018,-2,-1.3,-3.3,-0.2,"R.J. Hampton","2020",24
"195","2021-22",20,"ORL","NBA","SG",64,1402,8.5,0.481,0.4,0.256,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,-1.3,1.1,-0.2,-0.005,-4,-0.1,-4.1,-0.7,"R.J. Hampton","2020",24
"196","Career",NA,"","NBA","",115,2290,9.5,0.492,0.351,0.258,2.4,15,8.6,16.2,1.3,0.9,14,18.9,-1.6,1.8,0.2,0.005,-3.5,-0.5,-4,-1.1,"R.J. Hampton","2020",24
"197","2 seasons",NA,"ORL","NBA","",90,2057,9.7,0.492,0.355,0.263,2.1,14.5,8.2,17.2,1.4,0.9,14,19.4,-1.5,1.6,0.1,0.002,-3.3,-0.5,-3.8,-0.9,"R.J. Hampton","2020",24
"198","1 season",NA,"DEN","NBA","",25,233,7.7,0.49,0.3,0.2,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,-0.1,0.2,0.1,0.03,-4.5,-0.9,-5.4,-0.2,"R.J. Hampton","2020",24
"199","2020-21",21,"NYK","NBA","PG",64,1243,15.8,0.557,0.522,0.3,2.2,9.7,6,16.2,1.2,0.9,8.1,25.6,1.8,1.4,3.2,0.125,1.4,-0.5,0.9,0.9,"Immanuel Quickley","2020",25
"200","2021-22",22,"NYK","NBA","PG",78,1802,14.6,0.543,0.547,0.278,1.8,13.1,7.4,24.5,1.5,0.2,10.9,22.2,2.5,1.8,4.2,0.113,0.2,0,0.2,1,"Immanuel Quickley","2020",25
"201","Career",NA,"","NBA","",142,3045,15.1,0.549,0.536,0.288,2,11.7,6.8,21.1,1.4,0.5,9.7,23.6,4.3,3.2,7.5,0.118,0.7,-0.2,0.5,1.9,"Immanuel Quickley","2020",25
"202","2020-21",23,"BOS","NBA","SG",66,1268,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,"Payton Pritchard","2020",26
"203","2021-22",24,"BOS","NBA","PG",71,1001,15,0.578,0.657,0.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,1.8,1.2,3.1,0.148,1.7,0.1,1.8,1,"Payton Pritchard","2020",26
"204","Career",NA,"","NBA","",137,2269,13.5,0.58,0.623,0.083,3.2,10.9,7.1,16.4,1.3,0.6,10.3,17.5,3.4,2.2,5.6,0.118,0.6,-0.2,0.4,1.4,"Payton Pritchard","2020",26
"205","2020-21",21,"UTA","NBA","C",15,57,10.3,0.597,0,1.111,7.8,16,12.1,0,0.9,5.7,18.3,12.4,0,0.1,0.1,0.119,-5.5,1.7,-3.8,0,"Udoka Azubuike","2020",27
"206","2021-22",22,"UTA","NBA","C",17,195,17.6,0.743,0,0.224,10.5,28.8,19.9,0,0.3,5,18.2,14.7,0.3,0.3,0.6,0.157,-1.8,0.4,-1.4,0,"Udoka Azubuike","2020",27
"207","Career",NA,"","NBA","",32,252,15.9,0.714,0,0.362,9.9,25.9,18.2,0,0.4,5.1,18.2,14.2,0.4,0.4,0.8,0.148,-2.6,0.7,-2,0,"Udoka Azubuike","2020",27
"208","2020-21",20,"MIN","NBA","PF",63,1511,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12,0.5,0.9,1.4,0.046,-3.3,-0.2,-3.5,-0.6,"Jaden McDaniels","2020",28
"209","2021-22",21,"MIN","NBA","PF",70,1803,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4,"Jaden McDaniels","2020",28
"210","Career",NA,"","NBA","",133,3314,9.6,0.552,0.489,0.126,4,13.3,8.5,6.2,1.2,3.1,11.2,13.8,1.2,2.6,3.9,0.056,-3.1,-0.1,-3.2,-1,"Jaden McDaniels","2020",28
"211","2020-21",22,"TOR","NBA","PG",47,928,10.9,0.484,0.494,0.165,1.1,13,6.9,21.4,2,0.8,10.5,19,0,0.8,0.8,0.041,-2.5,-0.2,-2.6,-0.1,"Malachi Flynn","2020",29
"212","2021-22",23,"TOR","NBA","PG",44,537,11.7,0.488,0.492,0.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,0.5,0.5,1,0.092,-1.8,0.4,-1.5,0.1,"Malachi Flynn","2020",29
"213","Career",NA,"","NBA","",91,1465,11.2,0.485,0.493,0.153,1.4,12.4,6.7,20.3,1.9,0.7,9.1,18.1,0.5,1.3,1.8,0.06,-2.2,0,-2.2,-0.1,"Malachi Flynn","2020",29
"214","2020-21",22,"MEM","NBA","SG",68,1519,12.2,0.6,0.543,0.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,1.6,1.3,2.9,0.093,-0.6,-0.2,-0.8,0.5,"Desmond Bane","2020",30
"215","2021-22",23,"MEM","NBA","SG",76,2266,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,4.5,2.7,7.2,0.153,2.5,0.3,2.7,2.7,"Desmond Bane","2020",30
"216","Career",NA,"","NBA","",144,3785,15.4,0.594,0.496,0.128,2.1,13.2,7.6,12.4,1.7,1.1,9.1,20.3,6.1,4.1,10.1,0.129,1.2,0.1,1.3,3.2,"Desmond Bane","2020",30
"217","2020-21",20,"DAL","NBA","PG",11,56,6,0.318,0.438,0.188,0,11.7,5.9,14,4.4,0,10.4,15.3,-0.1,0.1,-0.1,-0.049,-7.5,2.6,-5,0,"Tyrell Terry","2020",31
"218","2021-22",21,"MEM","NBA","PG",2,3,20,1,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0.222,-3.4,2.5,-1,0,"Tyrell Terry","2020",31
"219","Career",NA,"","NBA","",13,59,6.7,0.355,0.412,0.176,0,11.1,5.6,13.3,4.2,0,9.8,15.2,-0.1,0.1,0,-0.035,-7.3,2.6,-4.8,0,"Tyrell Terry","2020",31
"220","1 season",NA,"DAL","NBA","",11,56,6,0.318,0.438,0.188,0,11.7,5.9,14,4.4,0,10.4,15.3,-0.1,0.1,-0.1,-0.049,-7.5,2.6,-5,0,"Tyrell Terry","2020",31
"221","1 season",NA,"MEM","NBA","",2,3,20,1,0,0,0,0,0,0,0,0,0,13.7,0,0,0,0.222,-3.4,2.5,-1,0,"Tyrell Terry","2020",31
"222","2020-21",19,"CHO","NBA","C",19,115,11.7,0.563,0.194,0.306,5.6,20.1,12.7,2.6,0.4,4.3,10.9,17.2,0,0.1,0.2,0.066,-4.4,-1.7,-6.1,-0.1,"Vernon Carey Jr.","2020",32
"223","2021-22",20,"TOT","NBA","C",7,44,15.8,0.534,0,1,19.9,9.8,14.8,0,2.2,1.9,13.8,21.6,0,0,0.1,0.068,-3,-4.5,-7.5,-0.1,"Vernon Carey Jr.","2020",32
"224","2021-22",20,"CHO","NBA","C",4,17,17.2,0.546,0,0.5,18.4,12.6,15.6,0,2.8,0,12,20.8,0,0,0,0.099,-2.8,-5.2,-8,0,"Vernon Carey Jr.","2020",32
"225","2021-22",20,"WAS","NBA","C",3,27,15,0.526,0,1.429,20.8,8.1,14.4,0,1.8,3.1,14.9,22.1,0,0,0,0.049,-3.2,-4.1,-7.3,0,"Vernon Carey Jr.","2020",32
"226","Career",NA,"","NBA","",26,159,12.8,0.554,0.143,0.49,9.5,17.3,13.3,1.9,0.9,3.7,11.8,18.4,0.1,0.1,0.2,0.066,-4,-2.5,-6.5,-0.2,"Vernon Carey Jr.","2020",32
"227","2 seasons",NA,"CHO","NBA","",23,132,12.4,0.561,0.167,0.333,7.2,19.1,13.1,2.3,0.7,3.8,11.1,17.6,0.1,0.1,0.2,0.07,-4.2,-2.1,-6.3,-0.1,"Vernon Carey Jr.","2020",32
"228","1 season",NA,"WAS","NBA","",3,27,15,0.526,0,1.429,20.8,8.1,14.4,0,1.8,3.1,14.9,22.1,0,0,0,0.049,-3.2,-4.1,-7.3,0,"Vernon Carey Jr.","2020",32
"229","2020-21",21,"LAC","NBA","C",30,161,12.5,0.471,0.096,0.231,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,0,0.2,0.3,0.081,-4.1,-1.1,-5.2,-0.1,"Daniel Oturu","2020",33
"230","2021-22",22,"TOR","NBA","C",3,27,13.4,0.549,0.167,0.833,3.8,17,10,0,0,7.2,0,13,0,0,0.1,0.121,-2.7,-2.5,-5.2,0,"Daniel Oturu","2020",33
"231","Career",NA,"","NBA","",33,188,12.6,0.481,0.103,0.293,13.5,18.1,15.8,7.2,1.1,4.4,12.1,17.5,0.1,0.3,0.3,0.086,-3.9,-1.3,-5.2,-0.2,"Daniel Oturu","2020",33
"232","1 season",NA,"LAC","NBA","",30,161,12.5,0.471,0.096,0.231,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,0,0.2,0.3,0.081,-4.1,-1.1,-5.2,-0.1,"Daniel Oturu","2020",33
"233","1 season",NA,"TOR","NBA","",3,27,13.4,0.549,0.167,0.833,3.8,17,10,0,0,7.2,0,13,0,0,0.1,0.121,-2.7,-2.5,-5.2,0,"Daniel Oturu","2020",33
"234","2020-21",19,"OKC","NBA","PG",65,1778,8.2,0.489,0.51,0.22,1.4,11,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4,-1,-5,-1.3,"Théo Maledon","2020",34
"235","2021-22",20,"OKC","NBA","PG",51,908,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,0.015,-3.7,-0.7,-4.4,-0.6,"Théo Maledon","2020",34
