"","Season","Age","Tm","Lg","Pos","G","MP","PER","TSPerc","3PAr","FTr","ORBPerc","DRBPerc","TRBPerc","ASTPerc","STLPerc","BLKPerc","TOVPerc","USGPerc","OWS","DWS","WS","WSPer48","OBPM","DBPM","BPM","VORP","PlayerName","DraftYear","DraftPos"
"14618","Career",NA,"","NBA","",1346,48637,22.9,0.55,0.212,0.382,3.5,12.7,8.1,24.2,2.1,1,11.6,31.8,122.1,50.7,172.7,0.17,4.6,-0.1,4.6,80.1,"Kobe Bryant","1996",13
"14619","1998-99",21,"SAC","NBA","SF",48,1025,13.5,0.496,0.477,0.198,4.4,10.2,7.4,10.8,2,0.4,11.6,19.1,1,0.7,1.7,0.081,0.5,-0.5,0.1,0.5,"Peja Stojaković","1996",14
"14620","1999-00",22,"SAC","NBA","SF",74,1749,16.3,0.559,0.372,0.213,4.4,12.1,8.2,9.4,1.4,0.3,10.1,20.8,3.2,1.7,4.8,0.133,2,-0.4,1.6,1.6,"Peja Stojaković","1996",14
"14621","2000-01",23,"SAC","NBA","SF",75,2905,18.4,0.576,0.303,0.262,3.5,12.3,8,9.6,1.6,0.3,9.9,22.4,6.8,3.3,10.1,0.168,2.8,-0.3,2.5,3.2,"Peja Stojaković","1996",14
"14622","2001-02",24,"SAC","NBA","SF",71,2649,19.3,0.592,0.274,0.286,3,11.9,7.5,10.6,1.5,0.4,9.9,23.2,6.8,3,9.9,0.179,3.2,-0.2,3,3.3,"Peja Stojaković","1996",14
"14623","2002-03",25,"SAC","NBA","SF",72,2450,19.6,0.6,0.393,0.255,2.8,14,8.7,9.4,1.5,0.1,8.1,22.5,6.9,3.3,10.1,0.199,3.6,-0.1,3.5,3.4,"Peja Stojaković","1996",14
"14624","2003-04",26,"SAC","NBA","SF",81,3264,21.8,0.624,0.4,0.307,3.2,14.1,8.8,9.1,1.7,0.3,8.9,23.9,11.4,2.1,13.5,0.198,5.2,-1.3,3.9,4.9,"Peja Stojaković","1996",14
"14625","2004-05",27,"SAC","NBA","SF",66,2534,17.3,0.584,0.426,0.271,2.7,9.8,6.3,8.7,1.6,0.3,8.2,21.7,6,1.2,7.3,0.137,2.4,-1.2,1.2,2.1,"Peja Stojaković","1996",14
"14626","2005-06",28,"TOT","NBA","SF",71,2601,16.7,0.57,0.397,0.255,3.6,14.6,9.3,9.4,0.9,0.3,8.3,22,5.2,2.8,8,0.147,2.4,-0.8,1.6,2.3,"Peja Stojaković","1996",14
"14627","2005-06",28,"SAC","NBA","SF",31,1147,13.6,0.543,0.422,0.248,3.5,13.2,8.4,10,0.9,0.1,9.8,20.8,1.4,0.9,2.4,0.099,0.9,-1.5,-0.6,0.4,"Peja Stojaković","1996",14
"14628","2005-06",28,"IND","NBA","SF",40,1454,19.1,0.588,0.379,0.261,3.7,15.8,9.9,9,1,0.4,7.3,22.9,3.8,1.8,5.6,0.184,3.5,-0.2,3.3,1.9,"Peja Stojaković","1996",14
"14629","2006-07",29,"NOK","NBA","SF",13,425,15.8,0.543,0.429,0.194,2.9,12,7.3,4.7,1,0.7,8.2,24.9,0.6,0.3,0.9,0.1,2.9,-0.4,2.5,0.5,"Peja Stojaković","1996",14
"14630","2007-08",30,"NOH","NBA","SF",77,2711,15.7,0.581,0.511,0.136,2.7,11.8,7.1,5.6,1.1,0.3,5.3,19.7,5.8,2.4,8.1,0.144,2.5,-0.9,1.7,2.5,"Peja Stojaković","1996",14
"14631","2008-09",31,"NOH","NBA","SF",61,2089,12.5,0.531,0.534,0.145,2.6,12.7,7.6,6,1.4,0.1,6.3,18.8,1.9,1.9,3.8,0.087,0.2,-1,-0.7,0.7,"Peja Stojaković","1996",14
"14632","2009-10",32,"NOH","NBA","SF",62,1947,12.4,0.533,0.512,0.156,2.3,11.5,6.8,7.2,1.3,0.2,7.1,18.6,1.9,0.9,2.7,0.067,0.2,-1.1,-0.9,0.5,"Peja Stojaković","1996",14
"14633","2010-11",33,"TOT","NBA","SF",33,617,15.2,0.588,0.599,0.11,2.8,11.3,7.1,7.7,1.1,0.2,6.7,19.4,1.1,0.6,1.6,0.126,2.5,-0.4,2.1,0.6,"Peja Stojaković","1996",14
"14634","2010-11",33,"NOH","NBA","SF",6,89,16.7,0.624,0.758,0.212,0,8.3,4.1,11.5,1.2,0,10,21.5,0.2,0.1,0.3,0.144,4.8,-1,3.8,0.1,"Peja Stojaković","1996",14
"14635","2010-11",33,"TOR","NBA","SF",2,22,34,0.919,0.6,0.2,0,16.6,8.1,9.5,0,0,15.5,26.2,0.1,0,0.1,0.242,15.3,0.1,15.5,0.1,"Peja Stojaković","1996",14
"14636","2010-11",33,"DAL","NBA","SF",25,506,14.1,0.563,0.571,0.087,3.4,11.6,7.6,7,1.1,0.3,5.4,18.7,0.7,0.5,1.2,0.118,1.5,-0.3,1.3,0.4,"Peja Stojaković","1996",14
"14637","Career",NA,"","NBA","",804,26966,17.1,0.577,0.41,0.233,3.1,12.4,7.8,8.6,1.4,0.3,8.4,21.5,58.4,24.1,82.6,0.147,2.6,-0.7,1.9,26.2,"Peja Stojaković","1996",14
"14638","8 seasons",NA,"SAC","NBA","",518,17723,18.3,0.585,0.37,0.266,3.3,12.4,7.9,9.6,1.6,0.3,9.3,22.3,43.5,16.3,59.8,0.162,3,-0.7,2.3,19.4,"Peja Stojaković","1996",14
"14639","5 seasons",NA,"NOK,NOH","NBA","",219,7261,13.9,0.553,0.514,0.149,2.5,12,7.2,6.2,1.2,0.2,6.3,19.5,10.3,5.5,15.8,0.104,1.3,-0.9,0.4,4.3,"Peja Stojaković","1996",14
"14640","1 season",NA,"IND","NBA","",40,1454,19.1,0.588,0.379,0.261,3.7,15.8,9.9,9,1,0.4,7.3,22.9,3.8,1.8,5.6,0.184,3.5,-0.2,3.3,1.9,"Peja Stojaković","1996",14
"14641","1 season",NA,"DAL","NBA","",25,506,14.1,0.563,0.571,0.087,3.4,11.6,7.6,7,1.1,0.3,5.4,18.7,0.7,0.5,1.2,0.118,1.5,-0.3,1.3,0.4,"Peja Stojaković","1996",14
"14642","1 season",NA,"TOR","NBA","",2,22,34,0.919,0.6,0.2,0,16.6,8.1,9.5,0,0,15.5,26.2,0.1,0,0.1,0.242,15.3,0.1,15.5,0.1,"Peja Stojaković","1996",14
"14643","1996-97",22,"PHO","NBA","PG",65,684,10.8,0.539,0.314,0.291,2.8,8,5.4,29.5,1.5,0,24.2,17.1,0.4,0.3,0.7,0.047,-2,-1.1,-3.1,-0.2,"Steve Nash","1996",15
"14644","1997-98",23,"PHO","NBA","PG",76,1664,15.6,0.556,0.334,0.147,2.3,8.8,5.6,25.2,2,0.2,13.6,19.6,2.9,1.8,4.8,0.137,1.1,0.3,1.4,1.4,"Steve Nash","1996",15
"14645","1998-99",24,"DAL","NBA","PG",40,1269,10.9,0.471,0.417,0.146,2.8,7.3,5,27.2,1.6,0.1,19.9,15.1,0.6,0.3,1,0.037,-1,-1.4,-2.4,-0.1,"Steve Nash","1996",15
"14646","1999-00",25,"DAL","NBA","PG",56,1532,13.5,0.601,0.41,0.234,2.4,6.1,4.2,25.5,1.2,0.1,20.3,14.5,2.8,0.2,3,0.094,0.6,-1.5,-0.9,0.4,"Steve Nash","1996",15
"14647","2000-01",26,"DAL","NBA","PG",70,2387,19.6,0.603,0.277,0.326,2.2,8.1,5.2,34.6,1.6,0.1,18.5,21.1,6.8,1.6,8.4,0.169,3.8,-1.1,2.8,2.9,"Steve Nash","1996",15
"14648","2001-02",27,"DAL","NBA","PG",82,2837,20.7,0.602,0.315,0.269,2,7.9,5,36.1,1,0.1,15.8,23,9.5,0.3,9.9,0.167,5.1,-2.1,3.1,3.6,"Steve Nash","1996",15
"14649","2002-03",28,"DAL","NBA","PG",82,2711,22.6,0.576,0.241,0.304,2.6,7,4.8,36.3,1.6,0.2,13.2,24.4,9.7,1.9,11.6,0.206,5.4,-0.8,4.6,4.5,"Steve Nash","1996",15
"14650","2003-04",29,"DAL","NBA","PG",78,2612,20.5,0.59,0.304,0.297,2.4,7.4,4.8,38.3,1.3,0.2,17.9,19.5,8.9,-0.1,8.8,0.162,4.7,-2.2,2.5,3,"Steve Nash","1996",15
"14651","2004-05",30,"PHO","NBA","PG",75,2573,22,0.606,0.254,0.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,9.7,1.2,10.9,0.203,5.5,-0.8,4.7,4.4,"Steve Nash","1996",15
"14652","2005-06",31,"PHO","NBA","PG",79,2796,23.3,0.632,0.324,0.264,1.9,11.1,6.6,44.4,1.1,0.3,19,23.3,10.3,2.1,12.4,0.212,5.7,-0.7,5,4.9,"Steve Nash","1996",15
"14653","2006-07",32,"PHO","NBA","PG",76,2682,23.8,0.654,0.353,0.254,1.4,9.9,5.8,50.1,1.1,0.2,21,22.9,10.8,1.7,12.6,0.225,6.7,-0.8,5.9,5.3,"Steve Nash","1996",15
"14654","2007-08",33,"PHO","NBA","PG",81,2780,21.1,0.641,0.396,0.255,1.2,9.6,5.7,47.3,0.9,0.1,21.6,22,9,1.4,10.5,0.181,5.8,-1.8,3.9,4.2,"Steve Nash","1996",15
"14655","2008-09",34,"PHO","NBA","PG",74,2484,19.5,0.615,0.289,0.247,0.9,9.2,5.2,42.4,1.1,0.3,20.8,21.1,6.7,0.5,7.3,0.14,4.5,-2.1,2.4,2.8,"Steve Nash","1996",15
"14656","2009-10",35,"PHO","NBA","PG",81,2660,21.6,0.615,0.295,0.228,1.5,9.4,5.7,50.9,0.8,0.3,21.4,22.9,9.1,0.8,9.9,0.178,6.1,-1.8,4.3,4.2,"Steve Nash","1996",15
"14657","2010-11",36,"PHO","NBA","PG",75,2497,20.8,0.601,0.253,0.307,1.8,10.2,6,53.1,1,0.1,22.4,21.4,7.3,0.7,7.9,0.153,4.7,-1.5,3.2,3.3,"Steve Nash","1996",15
"14658","2011-12",37,"PHO","NBA","PG",62,1961,20.3,0.625,0.254,0.256,1.5,9.1,5.3,53.1,1,0.3,27.1,19.6,5.2,0.6,5.9,0.144,4.7,-1.2,3.4,2.7,"Steve Nash","1996",15
"14659","2012-13",38,"LAL","NBA","PG",50,1627,16,0.605,0.274,0.244,1.8,7.7,4.8,32.8,0.9,0.2,19.3,17.8,3.7,0.6,4.3,0.127,1.8,-1.4,0.4,1,"Steve Nash","1996",15
"14660","2013-14",39,"LAL","NBA","PG",15,313,12.2,0.488,0.255,0.255,1.4,8.5,4.9,40.3,1.1,0.5,22.9,18.9,0.1,0,0.1,0.017,-1.3,-2.3,-3.6,-0.1,"Steve Nash","1996",15
"14661","Career",NA,"","NBA","",1217,38069,20,0.605,0.306,0.262,1.9,8.6,5.4,41.5,1.2,0.2,19.5,21,113.7,16.1,129.7,0.164,4.4,-1.3,3,48.2,"Steve Nash","1996",15
"14662","10 seasons",NA,"PHO","NBA","",744,22781,20.8,0.617,0.31,0.253,1.7,9.4,5.7,46.4,1.1,0.2,21,21.5,71.5,11.2,82.7,0.174,5,-1.2,3.7,33.1,"Steve Nash","1996",15
"14663","6 seasons",NA,"DAL","NBA","",408,13348,19.1,0.585,0.303,0.282,2.3,7.4,4.9,34.2,1.4,0.2,16.7,20.5,38.4,4.2,42.7,0.153,3.8,-1.5,2.2,14.3,"Steve Nash","1996",15
"14664","2 seasons",NA,"LAL","NBA","",65,1940,15.4,0.585,0.271,0.246,1.7,7.8,4.8,34,1,0.3,19.9,18,3.8,0.7,4.4,0.109,1.3,-1.5,-0.3,0.9,"Steve Nash","1996",15
"14665","1996-97",23,"CHH","NBA","PG",61,867,14.2,0.596,0.438,0.199,4.5,9.2,6.9,18.5,2.3,0.5,19.6,18.8,1,0.6,1.6,0.087,0.9,-0.6,0.3,0.5,"Tony Delk","1996",16
"14666","1997-98",24,"TOT","NBA","PG",77,1681,13.1,0.452,0.197,0.189,2.3,8.8,5.5,19.3,2.3,0.5,11.2,25.3,-0.6,1.3,0.8,0.022,-1.1,-0.3,-1.5,0.2,"Tony Delk","1996",16
"14667","1997-98",24,"CHH","NBA","PG",3,34,2.4,0.82,0.25,0.5,0,7,3.6,13.3,0,0,45,12.1,0,0,0,-0.025,-6.1,-0.4,-6.5,0,"Tony Delk","1996",16
"14668","1997-98",24,"GSW","NBA","PG",74,1647,13.3,0.45,0.196,0.188,2.4,8.8,5.5,19.4,2.3,0.5,10.9,25.5,-0.5,1.3,0.8,0.023,-1,-0.3,-1.4,0.3,"Tony Delk","1996",16
"14669","1998-99",25,"GSW","NBA","PG",36,630,11.6,0.433,0.261,0.281,1.8,7.5,4.6,26.6,1.4,0.7,13.7,23.2,0,0.4,0.4,0.029,-0.9,-0.9,-1.8,0.1,"Tony Delk","1996",16
"14670","1999-00",26,"SAC","NBA","PG",46,682,14.1,0.485,0.143,0.211,5.5,8,6.7,12.4,2.5,0.5,9.5,20.6,0.5,0.7,1.3,0.09,-0.9,0.6,-0.3,0.3,"Tony Delk","1996",16
"14671","2000-01",27,"PHO","NBA","SG",82,2288,13.4,0.49,0.182,0.255,3.7,9.3,6.5,12.1,1.7,0.5,9,22,1.7,2.9,4.6,0.096,-0.7,0.1,-0.6,0.8,"Tony Delk","1996",16
"14672","2001-02",28,"TOT","NBA","SG",63,1447,13.8,0.473,0.364,0.165,4.4,11.4,7.8,15.2,1.9,0.5,8.6,21.5,1,1.5,2.5,0.084,0.1,-0.2,0,0.7,"Tony Delk","1996",16
"14673","2001-02",28,"PHO","NBA","SG",41,877,15.9,0.488,0.353,0.161,4.8,11.2,8,15.6,1.9,0.3,8.2,24.8,1,0.8,1.8,0.098,1.4,-0.4,1,0.7,"Tony Delk","1996",16
"14674","2001-02",28,"BOS","NBA","SG",22,570,10.4,0.437,0.39,0.174,3.8,11.6,7.6,14.6,2,0.8,9.3,16.3,0,0.7,0.7,0.062,-1.9,0.2,-1.7,0,"Tony Delk","1996",16
"14675","2002-03",29,"BOS","NBA","PG",67,1873,13.7,0.547,0.543,0.155,2.4,11.9,7,14,2,0.4,10.3,16.6,2.5,2.1,4.6,0.117,0.3,0.8,1.1,1.4,"Tony Delk","1996",16
"14676","2003-04",30,"DAL","NBA","SG",33,509,13.2,0.484,0.359,0.239,3.3,9.4,6.3,7.8,2.7,1,7.7,19,0.6,0.3,0.8,0.08,-0.7,0.4,-0.3,0.2,"Tony Delk","1996",16
"14677","2004-05",31,"ATL","NBA","SG",56,1340,15.1,0.512,0.342,0.23,2.3,9.3,5.6,13.9,1.8,0.2,7.7,23.6,1.8,0.3,2.1,0.074,0.7,-1.6,-1,0.3,"Tony Delk","1996",16
"14678","2005-06",32,"TOT","NBA","PG,SG",24,385,16.1,0.526,0.292,0.168,4.3,12.2,8.2,15.2,1.9,0.2,9.9,23.7,0.4,0.5,0.9,0.112,0.4,-0.5,-0.1,0.2,"Tony Delk","1996",16
"14679","2005-06",32,"ATL","NBA","SG",1,7,16.1,0.532,0,2,16.7,17.7,17.2,0,0,0,0,12.2,0,0,0,0.171,1.1,-3.3,-2.2,0,"Tony Delk","1996",16
"14680","2005-06",32,"DET","NBA","PG",23,378,16.1,0.526,0.294,0.156,4,12.1,8,15.5,1.9,0.2,10,23.9,0.4,0.5,0.9,0.111,0.4,-0.5,-0.1,0.2,"Tony Delk","1996",16
"14681","Career",NA,"","NBA","",545,11702,13.7,0.494,0.3,0.209,3.3,9.8,6.5,15.2,2,0.5,10.3,21.4,9,10.5,19.5,0.08,-0.2,-0.2,-0.4,4.8,"Tony Delk","1996",16
"14682","2 seasons",NA,"PHO","NBA","",123,3165,14.1,0.489,0.235,0.226,4,9.9,6.9,13.1,1.7,0.5,8.7,22.8,2.7,3.7,6.4,0.097,-0.1,0,-0.2,1.5,"Tony Delk","1996",16
"14683","2 seasons",NA,"GSW","NBA","",110,2277,12.8,0.445,0.212,0.21,2.2,8.4,5.3,21.4,2.1,0.6,11.6,24.9,-0.6,1.7,1.2,0.024,-1,-0.5,-1.5,0.3,"Tony Delk","1996",16
"14684","2 seasons",NA,"BOS","NBA","",89,2443,12.9,0.521,0.507,0.16,2.7,11.8,7.2,14.1,2,0.5,10.1,16.5,2.5,2.8,5.3,0.104,-0.2,0.6,0.4,1.5,"Tony Delk","1996",16
"14685","2 seasons",NA,"CHH","NBA","",64,901,13.8,0.6,0.435,0.204,4.3,9.1,6.8,18.3,2.2,0.5,20.3,18.5,1,0.6,1.6,0.083,0.7,-0.6,0.1,0.5,"Tony Delk","1996",16
"14686","2 seasons",NA,"ATL","NBA","",57,1347,15.1,0.512,0.341,0.233,2.4,9.4,5.7,13.9,1.8,0.2,7.6,23.5,1.8,0.3,2.1,0.074,0.7,-1.6,-1,0.3,"Tony Delk","1996",16
"14687","1 season",NA,"SAC","NBA","",46,682,14.1,0.485,0.143,0.211,5.5,8,6.7,12.4,2.5,0.5,9.5,20.6,0.5,0.7,1.3,0.09,-0.9,0.6,-0.3,0.3,"Tony Delk","1996",16
"14688","1 season",NA,"DAL","NBA","",33,509,13.2,0.484,0.359,0.239,3.3,9.4,6.3,7.8,2.7,1,7.7,19,0.6,0.3,0.8,0.08,-0.7,0.4,-0.3,0.2,"Tony Delk","1996",16
"14689","1 season",NA,"DET","NBA","",23,378,16.1,0.526,0.294,0.156,4,12.1,8,15.5,1.9,0.2,10,23.9,0.4,0.5,0.9,0.111,0.4,-0.5,-0.1,0.2,"Tony Delk","1996",16
"14690","1996-97",18,"POR","NBA","PF",45,458,13.7,0.494,0.007,0.51,10.4,21.4,16,2.9,0.2,4.4,12.6,21.1,0.1,0.7,0.8,0.087,-2.5,-0.9,-3.5,-0.2,"Jermaine O'Neal","1996",17
"14691","1997-98",19,"POR","NBA","PF",60,808,12.7,0.498,0.009,0.385,11.9,16.8,14.5,3.6,1,5.2,16.9,18.2,-0.1,1.3,1.2,0.073,-3.6,0.5,-3,-0.2,"Jermaine O'Neal","1996",17
"14692","1998-99",20,"POR","NBA","PF",36,311,13.6,0.457,0.012,0.422,16.2,19.7,18,6.9,0.7,3.4,12.5,16.5,0.3,0.5,0.8,0.125,-1.9,-0.1,-2.1,0,"Jermaine O'Neal","1996",17
"14693","1999-00",21,"POR","NBA","C",70,859,13.3,0.515,0.005,0.441,14,17.2,15.7,3.3,0.7,4.7,15.1,16.8,0.7,1.4,2.1,0.117,-2.5,0.1,-2.5,-0.1,"Jermaine O'Neal","1996",17
"14694","2000-01",22,"IND","NBA","C",81,2641,17.5,0.501,0.006,0.447,11,22.7,17,6.7,1,6.2,13.4,21.2,1.7,4.7,6.4,0.116,-0.8,1,0.3,1.5,"Jermaine O'Neal","1996",17
"14695","2001-02",23,"IND","NBA","PF",72,2707,18.1,0.521,0.012,0.365,8,23.1,15.8,8.1,0.9,4.4,11.7,24.9,2.3,4.1,6.4,0.113,-0.1,0.2,0.2,1.5,"Jermaine O'Neal","1996",17
"14696","2002-03",24,"IND","NBA","PF",77,2864,21.4,0.539,0.017,0.405,8.1,22.8,15.6,10.4,1.2,4.5,10.8,26.2,5.3,5.2,10.5,0.177,2,0.9,2.9,3.5,"Jermaine O'Neal","1996",17
"14697","2003-04",25,"IND","NBA","PF",78,2788,21.1,0.489,0.013,0.329,8.1,25,16.5,12.3,1.2,5.5,10.1,30.2,2.7,6.3,9,0.155,1.1,1.3,2.4,3.1,"Jermaine O'Neal","1996",17
"14698","2004-05",26,"IND","NBA","PF",44,1530,22.9,0.52,0.007,0.458,6.7,23.3,15.1,12.8,0.9,4.4,11.3,36.2,1.3,2.5,3.8,0.118,1.5,0.2,1.8,1.5,"Jermaine O'Neal","1996",17
"14699","2005-06",27,"IND","NBA","PF",51,1802,20.4,0.53,0.012,0.457,6.7,23.2,15.2,14.9,0.8,4.7,13.5,28.9,1.4,3.5,4.9,0.131,0.6,1.7,2.3,2,"Jermaine O'Neal","1996",17
"14700","2006-07",28,"IND","NBA","C",69,2459,18.8,0.5,0.006,0.392,7.1,24.4,15.5,13,1.1,5.6,13.2,28.1,0.5,4.1,4.7,0.091,-0.4,1.2,0.8,1.7,"Jermaine O'Neal","1996",17
"14701","2007-08",29,"IND","NBA","C",42,1206,14.4,0.489,0.01,0.318,7.3,18.5,12.8,12.9,0.8,5.4,15.4,24.8,-0.7,1.6,0.9,0.035,-2.7,0.9,-1.8,0.1,"Jermaine O'Neal","1996",17
"14702","2008-09",30,"TOT","NBA","C",68,2027,15.4,0.522,0.001,0.288,7.4,17.8,12.6,10.3,0.8,5.3,14.2,23.2,0.2,2.3,2.6,0.06,-1.8,0.3,-1.5,0.3,"Jermaine O'Neal","1996",17
"14703","2008-09",30,"TOR","NBA","C",41,1216,15.4,0.526,0.002,0.305,6.9,20.7,13.9,9.3,0.8,5.2,14.9,23.5,-0.1,1.4,1.4,0.055,-2.1,0.7,-1.3,0.2,"Jermaine O'Neal","1996",17
"14704","2008-09",30,"MIA","NBA","C",27,811,15.5,0.514,0,0.262,8,13.4,10.7,11.7,0.7,5.4,13.3,22.7,0.3,0.9,1.2,0.069,-1.4,-0.3,-1.7,0.1,"Jermaine O'Neal","1996",17
"14705","2009-10",31,"MIA","NBA","C",70,1991,17.9,0.563,0.003,0.302,7.4,21.2,14.3,8.4,0.7,3.9,12.9,22.9,2.4,3.2,5.6,0.135,-0.5,0.4,-0.1,1,"Jermaine O'Neal","1996",17
"14706","2010-11",32,"BOS","NBA","C",24,431,9.2,0.504,0.009,0.394,7.6,17,12.6,4.3,0.2,5.4,17.4,17.2,-0.2,0.8,0.6,0.065,-5.4,1.3,-4.2,-0.2,"Jermaine O'Neal","1996",17
"14707","2011-12",33,"BOS","NBA","C",25,570,9.4,0.468,0,0.258,8,19.4,14,2.7,0.7,5.8,13.6,13,-0.1,1.2,1.1,0.091,-4.6,2.1,-2.5,-0.1,"Jermaine O'Neal","1996",17
"14708","2012-13",34,"PHO","NBA","C",55,1029,16.7,0.538,0,0.31,8.9,23.8,16.2,6.8,0.9,5.7,14.8,21.4,0.7,1.3,2,0.092,-1.9,0.6,-1.3,0.2,"Jermaine O'Neal","1996",17
"14709","2013-14",35,"GSW","NBA","PF",44,883,15.3,0.57,0,0.532,10.7,19.1,15,4.2,0.8,3.4,14.5,17.8,1.3,1.4,2.7,0.146,-1.6,0.2,-1.4,0.1,"Jermaine O'Neal","1996",17
"14710","Career",NA,"","NBA","",1011,27364,17.9,0.517,0.009,0.382,8.5,21.9,15.3,9.5,0.9,5,12.7,24.8,19.8,46.1,66,0.116,-0.5,0.8,0.3,15.6,"Jermaine O'Neal","1996",17
"14711","8 seasons",NA,"IND","NBA","",514,17997,19.5,0.512,0.011,0.394,8.1,23.2,15.7,11,1,5.1,12.1,27.2,14.6,31.9,46.5,0.124,0.3,1,1.3,14.8,"Jermaine O'Neal","1996",17
"14712","4 seasons",NA,"POR","NBA","",211,2436,13.2,0.498,0.007,0.435,12.9,18.2,15.6,3.8,0.7,4.7,14.8,18,1.1,3.9,5,0.098,-2.8,0,-2.8,-0.5,"Jermaine O'Neal","1996",17
"14713","2 seasons",NA,"MIA","NBA","",97,2802,17.2,0.549,0.002,0.29,7.6,18.9,13.3,9.3,0.7,4.3,13,22.9,2.6,4.1,6.7,0.116,-0.8,0.2,-0.6,1,"Jermaine O'Neal","1996",17
"14714","1 season",NA,"PHO","NBA","",55,1029,16.7,0.538,0,0.31,8.9,23.8,16.2,6.8,0.9,5.7,14.8,21.4,0.7,1.3,2,0.092,-1.9,0.6,-1.3,0.2,"Jermaine O'Neal","1996",17
"14715","2 seasons",NA,"BOS","NBA","",49,1001,9.3,0.486,0.004,0.323,7.8,18.3,13.4,3.4,0.5,5.6,15.5,14.8,-0.4,2,1.7,0.08,-5,1.8,-3.2,-0.3,"Jermaine O'Neal","1996",17
"14716","1 season",NA,"GSW","NBA","",44,883,15.3,0.57,0,0.532,10.7,19.1,15,4.2,0.8,3.4,14.5,17.8,1.3,1.4,2.7,0.146,-1.6,0.2,-1.4,0.1,"Jermaine O'Neal","1996",17
"14717","1 season",NA,"TOR","NBA","",41,1216,15.4,0.526,0.002,0.305,6.9,20.7,13.9,9.3,0.8,5.2,14.9,23.5,-0.1,1.4,1.4,0.055,-2.1,0.7,-1.3,0.2,"Jermaine O'Neal","1996",17
"14718","1996-97",22,"NYK","NBA","SF",68,787,13,0.571,0.017,0.466,8.1,15.3,11.8,8.2,1.4,2.6,21.1,21.1,0.1,1.4,1.6,0.095,-2.5,1.1,-1.3,0.1,"John Wallace","1996",18
"14719","1997-98",23,"TOR","NBA","SF",82,2361,14.8,0.518,0.002,0.299,5.3,12.6,8.9,8.5,1.4,2.9,13.4,23.8,1.1,0.5,1.5,0.031,-1.1,-1.9,-3,-0.6,"John Wallace","1996",18
"14720","1998-99",24,"TOR","NBA","SF",48,812,15.9,0.489,0,0.424,7.6,16.9,12.2,11.4,0.8,4,14.3,27.4,0.4,0.7,1,0.061,-0.9,-1.4,-2.2,-0.1,"John Wallace","1996",18
"14721","1999-00",25,"NYK","NBA","SF",60,798,13.3,0.52,0.009,0.307,6.4,13.4,10,5.1,0.7,1.3,14.3,26.1,0.1,0.9,1,0.061,-2.2,-0.6,-2.8,-0.2,"John Wallace","1996",18
"14722","2000-01",26,"DET","NBA","SF",40,527,11.2,0.463,0.064,0.191,5,12,8.4,8,1.2,2.1,12.3,24,-0.3,0.6,0.3,0.027,-3.2,-0.4,-3.6,-0.2,"John Wallace","1996",18
"14723","2001-02",27,"PHO","NBA","SF",46,490,13.7,0.493,0.061,0.215,6.1,13.6,9.8,10,1.2,1.3,11,24.1,0.3,0.4,0.7,0.071,-1.8,-0.8,-2.6,-0.1,"John Wallace","1996",18
"14724","2003-04",29,"MIA","NBA","SF",37,368,11.6,0.486,0.09,0.276,3.8,15.1,9.3,7.2,0.7,1.7,12.9,23.9,-0.1,0.4,0.3,0.039,-1.8,-0.8,-2.6,-0.1,"John Wallace","1996",18
"14725","Career",NA,"","NBA","",381,6143,14,0.51,0.02,0.315,6.1,13.8,9.9,8.4,1.1,2.6,14.2,24.3,1.6,4.8,6.4,0.05,-1.7,-1,-2.7,-1,"John Wallace","1996",18
"14726","2 seasons",NA,"TOR","NBA","",130,3173,15.1,0.51,0.002,0.332,5.9,13.7,9.7,9.3,1.2,3.2,13.7,24.7,1.4,1.1,2.6,0.039,-1.1,-1.8,-2.8,-0.7,"John Wallace","1996",18
"14727","2 seasons",NA,"NYK","NBA","",128,1585,13.2,0.542,0.012,0.373,7.2,14.4,10.9,6.7,1,2,17.4,23.6,0.2,2.3,2.6,0.077,-2.3,0.2,-2.1,0,"John Wallace","1996",18
"14728","1 season",NA,"PHO","NBA","",46,490,13.7,0.493,0.061,0.215,6.1,13.6,9.8,10,1.2,1.3,11,24.1,0.3,0.4,0.7,0.071,-1.8,-0.8,-2.6,-0.1,"John Wallace","1996",18
"14729","1 season",NA,"DET","NBA","",40,527,11.2,0.463,0.064,0.191,5,12,8.4,8,1.2,2.1,12.3,24,-0.3,0.6,0.3,0.027,-3.2,-0.4,-3.6,-0.2,"John Wallace","1996",18
"14730","1 season",NA,"MIA","NBA","",37,368,11.6,0.486,0.09,0.276,3.8,15.1,9.3,7.2,0.7,1.7,12.9,23.9,-0.1,0.4,0.3,0.039,-1.8,-0.8,-2.6,-0.1,"John Wallace","1996",18
"14731","1996-97",22,"NYK","NBA","PF",35,192,6.4,0.431,0.206,0.206,5.2,9.1,7.2,11.5,1.9,3.8,18.6,21.9,-0.4,0.3,0,-0.007,-6.4,1.9,-4.5,-0.1,"Walter McCarty","1996",19
"14732","1997-98",23,"BOS","NBA","SF",82,2340,11.6,0.483,0.24,0.266,6.5,12.3,9.2,11.9,2.4,1.5,14.7,17.7,0.8,2.2,2.9,0.06,-1.4,-0.1,-1.5,0.3,"Walter McCarty","1996",19
